hgnc_id,symbol,name,locus_group,locus_type,status,location,alias_symbol,prev_symbol,gene_group,entrez_id,ensembl_gene_id,refseq_accession
HGNC:36619,RPL12P15,ribosomal protein L12 pseudogene 15,pseudogene,pseudogene,Approved,2q14.3,,,,100270920.0,ENSG00000230993,NG_010384
HGNC:36926,RPL12P16,ribosomal protein L12 pseudogene 16,pseudogene,pseudogene,Approved,2q33.2,,,,100130447.0,ENSG00000204196,NG_010751
HGNC:36263,RPL12P17,ribosomal protein L12 pseudogene 17,pseudogene,pseudogene,Approved,2q33.3,,,,344471.0,ENSG00000224839,NG_010797
HGNC:36750,RPL12P18,ribosomal protein L12 pseudogene 18,pseudogene,pseudogene,Approved,2p11.2,,,,729760.0,ENSG00000213400,NG_010841
HGNC:36248,RPL12P19,ribosomal protein L12 pseudogene 19,pseudogene,pseudogene,Approved,2p21,,,,100129982.0,ENSG00000226972,NG_009586
HGNC:16070,RPL12P2,ribosomal protein L12 pseudogene 2,pseudogene,pseudogene,Approved,6p21.2,dJ441G21.1,,,646875.0,ENSG00000216412,NG_009503
HGNC:36968,RPL12P20,ribosomal protein L12 pseudogene 20,pseudogene,pseudogene,Approved,4p13,,,,100270923.0,ENSG00000239627,NG_010400
HGNC:36845,RPL12P21,ribosomal protein L12 pseudogene 21,pseudogene,pseudogene,Approved,5q31.2,,,,100270921.0,ENSG00000242683,NG_010390
HGNC:35762,RPL12P22,ribosomal protein L12 pseudogene 22,pseudogene,pseudogene,Approved,5q35.2,,,,100270922.0,ENSG00000253109,NG_010396
HGNC:36408,RPL12P23,ribosomal protein L12 pseudogene 23,pseudogene,pseudogene,Approved,6q27,,,,100270925.0,ENSG00000218716,NG_010412
HGNC:35952,RPL12P24,ribosomal protein L12 pseudogene 24,pseudogene,pseudogene,Approved,8q23.1,,,,100270924.0,ENSG00000243601,NG_010406
HGNC:37008,RPL12P25,ribosomal protein L12 pseudogene 25,pseudogene,pseudogene,Approved,9p24.3,,,,100270926.0,ENSG00000235330,NG_010417
HGNC:36811,RPL12P26,ribosomal protein L12 pseudogene 26,pseudogene,pseudogene,Approved,10q25.3,,,,100271404.0,ENSG00000236171,NG_010240
HGNC:36916,RPL12P27,ribosomal protein L12 pseudogene 27,pseudogene,pseudogene,Approved,10q24.1,,,,644202.0,ENSG00000237169,NG_010551
HGNC:36818,RPL12P28,ribosomal protein L12 pseudogene 28,pseudogene,pseudogene,Approved,10p15.1,,,,100271273.0,ENSG00000240180,NG_010880
HGNC:35791,RPL12P29,ribosomal protein L12 pseudogene 29,pseudogene,pseudogene,Approved,10q23.1,,,,100271274.0,ENSG00000233189,NG_010886
HGNC:16335,RPL12P3,ribosomal protein L12 pseudogene 3,pseudogene,pseudogene,Approved,20q11.21,bA49G10.7,,,128862.0,ENSG00000233106,NG_000978
HGNC:35970,RPL12P30,ribosomal protein L12 pseudogene 30,pseudogene,pseudogene,Approved,11p14.1,,,,100271405.0,ENSG00000242353,NG_010243
HGNC:37025,RPL12P31,ribosomal protein L12 pseudogene 31,pseudogene,pseudogene,Approved,11p13,,,,100271406.0,ENSG00000241228,NG_010248
HGNC:36597,RPL12P32,ribosomal protein L12 pseudogene 32,pseudogene,pseudogene,Approved,12p11.21,,,,100132795.0,ENSG00000242314,NG_010966
HGNC:35696,RPL12P33,ribosomal protein L12 pseudogene 33,pseudogene,pseudogene,Approved,12q24.31,,,,643550.0,ENSG00000244585,NG_011149
HGNC:36168,RPL12P34,ribosomal protein L12 pseudogene 34,pseudogene,pseudogene,Approved,13q21.33,,,,100271407.0,ENSG00000229824,NG_010251
HGNC:35969,RPL12P35,ribosomal protein L12 pseudogene 35,pseudogene,pseudogene,Approved,15q23,,,,400389.0,ENSG00000243007,NG_009987
HGNC:36598,RPL12P36,ribosomal protein L12 pseudogene 36,pseudogene,pseudogene,Approved,16q21,,,,100271408.0,ENSG00000242423,NG_010255
HGNC:35565,RPL12P37,ribosomal protein L12 pseudogene 37,pseudogene,pseudogene,Approved,17q25.3,,,,100129801.0,ENSG00000240270,NG_010016
HGNC:36838,RPL12P38,ribosomal protein L12 pseudogene 38,pseudogene,pseudogene,Approved,17q23.2,,,,645688.0,ENSG00000213228,NG_010298
HGNC:35976,RPL12P39,ribosomal protein L12 pseudogene 39,pseudogene,pseudogene,Approved,18q22.1,,,,100271410.0,ENSG00000237314,NG_010266
HGNC:16587,RPL12P4,ribosomal protein L12 pseudogene 4,pseudogene,pseudogene,Approved,20q13.2,dJ800C24.1,,,116149.0,ENSG00000185834,NG_000962
HGNC:36439,RPL12P40,ribosomal protein L12 pseudogene 40,pseudogene,pseudogene,Approved,18q12.2,,,,646898.0,ENSG00000243516,NG_009756
HGNC:35999,RPL12P41,ribosomal protein L12 pseudogene 41,pseudogene,pseudogene,Approved,19q13.32,,,,100133139.0,ENSG00000269637,NG_010084
HGNC:36165,RPL12P42,ribosomal protein L12 pseudogene 42,pseudogene,pseudogene,Approved,19p13.13,,,,100129394.0,ENSG00000213253,NG_010590
HGNC:35840,RPL12P43,ribosomal protein L12 pseudogene 43,pseudogene,pseudogene,Approved,Xq24,,,,100271387.0,ENSG00000234524,NG_010137
HGNC:44603,RPL12P44,ribosomal protein L12 pseudogene 44,pseudogene,pseudogene,Approved,3p21.31,,,,100419392.0,ENSG00000227123,NG_025693
HGNC:51937,RPL12P45,ribosomal protein L12 pseudogene 45,pseudogene,pseudogene,Approved,1p34.3,,,,100419477.0,ENSG00000233940,NG_027077
HGNC:51938,RPL12P46,ribosomal protein L12 pseudogene 46,pseudogene,pseudogene,Approved,11q23.3,,,,107075251.0,ENSG00000255903,NG_046546
HGNC:51939,RPL12P47,ribosomal protein L12 pseudogene 47,pseudogene,pseudogene,Approved,6p21.1,,,,107075115.0,ENSG00000219222,NG_046547
HGNC:51940,RPL12P48,ribosomal protein L12 pseudogene 48,pseudogene,pseudogene,Approved,8p11.23,,,,101926938.0,ENSG00000270865,NG_242204
HGNC:51941,RPL12P49,ribosomal protein L12 pseudogene 49,pseudogene,pseudogene,Approved,Xp22.2,,,,107075252.0,ENSG00000230180,NG_068455
HGNC:19669,RPL12P5,ribosomal protein L12 pseudogene 5,pseudogene,pseudogene,Approved,14q12,,,,319142.0,ENSG00000243855,NG_002518
HGNC:51942,RPL12P50,ribosomal protein L12 pseudogene 50,pseudogene,pseudogene,Approved,Xq28,,,,107075212.0,ENSG00000270916,NG_054739
HGNC:23538,RPL12P6,ribosomal protein L12 pseudogene 6,pseudogene,pseudogene,Approved,14q13.1,,,,440176.0,ENSG00000243824,NG_009696
HGNC:19782,RPL12P7,ribosomal protein L12 pseudogene 7,pseudogene,pseudogene,Approved,14q24.1,,,,326275.0,ENSG00000242941,NG_002535
HGNC:23735,RPL12P8,ribosomal protein L12 pseudogene 8,pseudogene,pseudogene,Approved,10q21.3,bA57G10.3,,,645161.0,ENSG00000219932,NG_006101
HGNC:23766,RPL12P9,ribosomal protein L12 pseudogene 9,pseudogene,pseudogene,Approved,21q21.3,,,,654376.0,ENSG00000232687,NG_009547
HGNC:10303,RPL13,ribosomal protein L13,protein-coding gene,gene with protein product,Approved,16q24.3,D16S444E|BBC1|L13|eL13,,L ribosomal proteins|Small nucleolar RNA protein coding host genes,6137.0,ENSG00000167526,NM_000977
HGNC:10304,RPL13A,ribosomal protein L13a,protein-coding gene,gene with protein product,Approved,19q13.33,L13A|uL13,TSTA1,L ribosomal proteins,23521.0,ENSG00000142541,NM_001270491
HGNC:13977,RPL13AP,ribosomal protein L13a pseudogene,pseudogene,pseudogene,Approved,6p22.1,dJ271M21.3,,,387043.0,ENSG00000231301,NG_011172
HGNC:36864,RPL13AP10,ribosomal protein L13a pseudogene 10,pseudogene,pseudogene,Approved,1p13.2,,,,100132906.0,ENSG00000270780,NG_010229
HGNC:36566,RPL13AP11,ribosomal protein L13a pseudogene 11,pseudogene,pseudogene,Approved,1q32.1,,,,100271276.0,ENSG00000229657,NG_010895
HGNC:35673,RPL13AP12,ribosomal protein L13a pseudogene 12,pseudogene,pseudogene,Approved,2q33-q34,,,,100271277.0,ENSG00000236047,NG_010898
HGNC:36541,RPL13AP13,ribosomal protein L13a pseudogene 13,pseudogene,pseudogene,Approved,5q11.2,,,,402214.0,ENSG00000213940,NG_010205
HGNC:36360,RPL13AP14,ribosomal protein L13a pseudogene 14,pseudogene,pseudogene,Approved,5q14.3,,,,100271278.0,ENSG00000242858,NG_010902
HGNC:36883,RPL13AP15,ribosomal protein L13a pseudogene 15,pseudogene,pseudogene,Approved,6q22,,,,100271279.0,ENSG00000216316,NG_010909
HGNC:35722,RPL13AP16,ribosomal protein L13a pseudogene 16,pseudogene,pseudogene,Approved,7q22.2,,,,100129553.0,ENSG00000226624,NG_010071
HGNC:36167,RPL13AP17,ribosomal protein L13a pseudogene 17,pseudogene,pseudogene,Approved,7q21.11,,,,399670.0,ENSG00000231322,NR_003680
HGNC:36593,RPL13AP18,ribosomal protein L13a pseudogene 18,pseudogene,pseudogene,Approved,8q21.13,,,,402342.0,ENSG00000241746,NG_010866
HGNC:35855,RPL13AP19,ribosomal protein L13a pseudogene 19,pseudogene,pseudogene,Approved,10q11.23,,,,100132924.0,ENSG00000228754,NG_010319
HGNC:19675,RPL13AP2,ribosomal protein L13a pseudogene 2,pseudogene,pseudogene,Approved,14q21.3,,,,326278.0,ENSG00000244053,NG_002538
HGNC:35709,RPL13AP20,ribosomal protein L13a pseudogene 20,pseudogene,pseudogene,Approved,12p13.1,HANR,,,387841.0,ENSG00000234498,NR_003932
HGNC:35654,RPL13AP21,ribosomal protein L13a pseudogene 21,pseudogene,pseudogene,Approved,12q13.11,,,,100129799.0,ENSG00000239397,NG_010004
HGNC:35825,RPL13AP22,ribosomal protein L13a pseudogene 22,pseudogene,pseudogene,Approved,12p11.21,,,,441632.0,ENSG00000243517,NG_010172
HGNC:36498,RPL13AP23,ribosomal protein L13a pseudogene 23,pseudogene,pseudogene,Approved,12q13.3,,,,441641.0,ENSG00000242990,NG_010224
HGNC:36209,RPL13AP24,ribosomal protein L13a pseudogene 24,pseudogene,pseudogene,Approved,12p13.3-p13.2,,,,100271603.0,ENSG00000234589,NG_011259
HGNC:36981,RPL13AP25,ribosomal protein L13a pseudogene 25,pseudogene,pseudogene,Approved,13q14.3,,,,100287887.0,ENSG00000136149,NG_012730
HGNC:35492,RPL13AP26,ribosomal protein L13a pseudogene 26,pseudogene,pseudogene,Approved,22q12.2,,,,729212.0,ENSG00000250318,NG_010641
HGNC:56393,RPL13AP27,ribosomal protein L13a pseudogene 27,pseudogene,pseudogene,Approved,3p25.3,,,,127379736.0,ENSG00000226621,NG_115721
HGNC:23539,RPL13AP3,ribosomal protein L13a pseudogene 3,pseudogene,pseudogene,Approved,14q22.3,,,,645683.0,ENSG00000177350,NG_009565
HGNC:23736,RPL13AP5,ribosomal protein L13a pseudogene 5,pseudogene,pseudogene,Approved,10q24.1,bA196N24.2,,,728658.0,ENSG00000236552,NR_026712
HGNC:23737,RPL13AP6,ribosomal protein L13a pseudogene 6,pseudogene,pseudogene,Approved,10q25.2,bA348N5.5,,,644511.0,ENSG00000234118,NR_026715
HGNC:23755,RPL13AP7,ribosomal protein L13a pseudogene 7,pseudogene,pseudogene,Approved,21q21.2,,,,284821.0,ENSG00000213885,NG_009777
HGNC:36966,RPL13AP8,ribosomal protein L13a pseudogene 8,pseudogene,pseudogene,Approved,1q32.1,,,,727831.0,ENSG00000226945,NG_009083
HGNC:36341,RPL13AP9,ribosomal protein L13a pseudogene 9,pseudogene,pseudogene,Approved,1p31.3,,,,100271137.0,ENSG00000213703,NG_010176
HGNC:13978,RPL13P,ribosomal protein L13 pseudogene,pseudogene,pseudogene,Approved,6p22.1,BBC1p|dJ111M5.1,,,387044.0,ENSG00000213916,NG_009510
HGNC:35943,RPL13P10,ribosomal protein L13 pseudogene 10,pseudogene,pseudogene,Approved,5q35.3,,,,100133108.0,,NG_011268
HGNC:35805,RPL13P11,ribosomal protein L13 pseudogene 11,pseudogene,pseudogene,Approved,8q13.3,,,,100130225.0,,NG_010921
HGNC:35701,RPL13P12,ribosomal protein L13 pseudogene 12,pseudogene,pseudogene,Approved,17p11.2,,,,388344.0,ENSG00000215030,NG_007541
HGNC:36832,RPL13P13,ribosomal protein L13 pseudogene 13,pseudogene,pseudogene,Approved,19q13.43,,,,100129796.0,,NG_009982
HGNC:36387,RPL13P14,ribosomal protein L13 pseudogene 14,pseudogene,pseudogene,Approved,20q13.12,,,,100130374.0,ENSG00000235922,NG_010376
HGNC:16342,RPL13P2,ribosomal protein L13 pseudogene 2,pseudogene,pseudogene,Approved,20q13.12,dJ599F21.2,RPL13P3,,128500.0,ENSG00000213820,NG_000966
HGNC:31027,RPL13P4,ribosomal protein L13 pseudogene 4,pseudogene,pseudogene,Approved,15q24.2,HsT16723,,,654383.0,ENSG00000241890,NG_009554
HGNC:30363,RPL13P5,ribosomal protein L13 pseudogene 5,pseudogene,pseudogene,Approved,12p13.31,RPL13-2,RPL13L,,283345.0,ENSG00000240370,NR_002803
HGNC:19809,RPL13P6,ribosomal protein L13 pseudogene 6,pseudogene,pseudogene,Approved,14q32.32,,RPL13AP4,,100129176.0,ENSG00000213176,NG_010805
HGNC:35510,RPL13P7,ribosomal protein L13 pseudogene 7,pseudogene,pseudogene,Approved,1q25.2,,,,391140.0,,NG_011178
HGNC:35513,RPL13P8,ribosomal protein L13 pseudogene 8,pseudogene,pseudogene,Approved,3q13.13,,,,100270928.0,ENSG00000241634,NG_010428
HGNC:36587,RPL13P9,ribosomal protein L13 pseudogene 9,pseudogene,pseudogene,Approved,5q13-q14,,,,100270927.0,,NG_010421
HGNC:10305,RPL14,ribosomal protein L14,protein-coding gene,gene with protein product,Approved,3p22.1,L14|hRL14|RL14|CTG-B33|eL14,,L ribosomal proteins,9045.0,ENSG00000188846,NM_003973
HGNC:31384,RPL14P1,ribosomal protein L14 pseudogene 1,pseudogene,pseudogene,Approved,12q14.2,bcm1298,RPL14L,,144581.0,ENSG00000139239,NG_009597
HGNC:35962,RPL14P2,ribosomal protein L14 pseudogene 2,pseudogene,pseudogene,Approved,3p14.2,,,,100270930.0,ENSG00000225662,NG_010436
HGNC:36638,RPL14P3,ribosomal protein L14 pseudogene 3,pseudogene,pseudogene,Approved,4q31.1,,,,730747.0,ENSG00000241923,NG_010438
HGNC:35663,RPL14P4,ribosomal protein L14 pseudogene 4,pseudogene,pseudogene,Approved,12q22,,,,100271282.0,,NG_010923
HGNC:37720,RPL14P5,ribosomal protein L14 pseudogene 5,pseudogene,pseudogene,Approved,Xp22.33 and Yp11.32,,,,442442.0,ENSG00000225661,NG_009084
HGNC:54686,RPL14P6,RPL14 pseudogene 6,pseudogene,pseudogene,Approved,2q14.3,,,,100288533.0,ENSG00000185631,NG_030149
HGNC:10306,RPL15,ribosomal protein L15,protein-coding gene,gene with protein product,Approved,3p24.2,RPL10|RPLY10|RPYL10|EC45|L15|eL15,,L ribosomal proteins,6138.0,ENSG00000174748,NM_002948
HGNC:16583,RPL15P1,ribosomal protein L15 pseudogene 1,pseudogene,pseudogene,Approved,20p11.23,dJ726N1.3,,,128756.0,ENSG00000227343,NG_000975
HGNC:36093,RPL15P11,ribosomal protein L15 pseudogene 11,pseudogene,pseudogene,Approved,7q33,,,,402694.0,ENSG00000223718,NG_009995
HGNC:35529,RPL15P12,ribosomal protein L15 pseudogene 12,pseudogene,pseudogene,Approved,8q24.21,,,,100131958.0,ENSG00000243402,NG_010613
HGNC:35915,RPL15P13,ribosomal protein L15 pseudogene 13,pseudogene,pseudogene,Approved,10q25.3,,,,100131338.0,ENSG00000226428,NG_010020
HGNC:36487,RPL15P14,ribosomal protein L15 pseudogene 14,pseudogene,pseudogene,Approved,10q22.1,,,,100271283.0,ENSG00000226701,NG_010927
HGNC:36780,RPL15P15,ribosomal protein L15 pseudogene 15,pseudogene,pseudogene,Approved,11q23.3,,,,100128347.0,ENSG00000244259,NG_010477
HGNC:36067,RPL15P16,ribosomal protein L15 pseudogene 16,pseudogene,pseudogene,Approved,11q13.4,,,,100127949.0,ENSG00000234751,NG_011061
HGNC:36852,RPL15P17,ribosomal protein L15 pseudogene 17,pseudogene,pseudogene,Approved,12p13.31,,,,728002.0,ENSG00000243830,NG_011003
HGNC:36515,RPL15P18,ribosomal protein L15 pseudogene 18,pseudogene,pseudogene,Approved,13q32.3,,,,728088.0,ENSG00000228501,NG_010118
HGNC:56582,RPL15P19,RPL15 pseudogene 19,pseudogene,pseudogene,Approved,15q21.1,,,,100131797.0,ENSG00000259545,NG_009897
HGNC:19803,RPL15P2,ribosomal protein L15 pseudogene 2,pseudogene,pseudogene,Approved,14q32.13,,,,326279.0,ENSG00000240914,NG_002539
HGNC:36130,RPL15P20,ribosomal protein L15 pseudogene 20,pseudogene,pseudogene,Approved,16p13.11,,,,646672.0,ENSG00000215003,NG_010064
HGNC:36190,RPL15P21,ribosomal protein L15 pseudogene 21,pseudogene,pseudogene,Approved,17p12,,,,100132722.0,ENSG00000244753,NG_010592
HGNC:36933,RPL15P22,ribosomal protein L15 pseudogene 22,pseudogene,pseudogene,Approved,22q12.1,,,,100130624.0,ENSG00000231369,NG_010342
HGNC:21538,RPL15P3,ribosomal protein L15 pseudogene 3,pseudogene,pseudogene,Approved,6p24.1,bA511S14.1,,,653232.0,ENSG00000212802,NG_008796
HGNC:21663,RPL15P4,ribosomal protein L15 pseudogene 4,pseudogene,pseudogene,Approved,6p21.33,Em:AC006046.2,,,100129921.0,ENSG00000225499,NG_009512
HGNC:35746,RPL15P5,ribosomal protein L15 pseudogene 5,pseudogene,pseudogene,Approved,2q22.1,,,,100127993.0,ENSG00000233045,NG_011291
HGNC:36185,RPL15P6,ribosomal protein L15 pseudogene 6,pseudogene,pseudogene,Approved,3q25.32,,,,100270933.0,ENSG00000241723,NG_010448
HGNC:36808,RPL15P7,ribosomal protein L15 pseudogene 7,pseudogene,pseudogene,Approved,4p12,,,,728576.0,ENSG00000242262,NG_009957
HGNC:36390,RPL15P8,ribosomal protein L15 pseudogene 8,pseudogene,pseudogene,Approved,4q28.2,,,,100270934.0,ENSG00000241651,NG_010451
HGNC:36466,RPL15P9,ribosomal protein L15 pseudogene 9,pseudogene,pseudogene,Approved,6q23.2,,,,100270935.0,ENSG00000216917,NG_010454
HGNC:10307,RPL17,ribosomal protein L17,protein-coding gene,gene with protein product,Approved,18q21.1,rpL23|L17|uL22,,L ribosomal proteins|Small nucleolar RNA protein coding host genes,6139.0,ENSG00000265681,NM_000985
HGNC:44661,RPL17-C18orf32,RPL17-C18orf32 readthrough,other,readthrough,Approved,18q21.1,,,,100526842.0,ENSG00000215472,NM_001199355
HGNC:16559,RPL17P1,ribosomal protein L17 pseudogene 1,pseudogene,pseudogene,Approved,20p11.23,dJ1178H5.1,,,140748.0,ENSG00000229500,NG_000991
HGNC:35838,RPL17P10,ribosomal protein L17 pseudogene 10,pseudogene,pseudogene,Approved,2q33.1,,,,100270936.0,ENSG00000224672,NG_010458
HGNC:36509,RPL17P11,ribosomal protein L17 pseudogene 11,pseudogene,pseudogene,Approved,2q37.1,,,,100270937.0,ENSG00000233445,NG_002601
HGNC:36779,RPL17P12,ribosomal protein L17 pseudogene 12,pseudogene,pseudogene,Approved,2q22.3,,,,100270938.0,ENSG00000230559,NG_010467
HGNC:36378,RPL17P13,ribosomal protein L17 pseudogene 13,pseudogene,pseudogene,Approved,2q23.2,,,,100270939.0,ENSG00000223604,NG_010475
HGNC:35806,RPL17P14,ribosomal protein L17 pseudogene 14,pseudogene,pseudogene,Approved,2q36.3,,,,100270941.0,ENSG00000226297,NG_010484
HGNC:36889,RPL17P15,ribosomal protein L17 pseudogene 15,pseudogene,pseudogene,Approved,2q14.2,,,,100128117.0,ENSG00000229326,NG_010608
HGNC:35939,RPL17P16,ribosomal protein L17 pseudogene 16,pseudogene,pseudogene,Approved,3p21.31,,,,729349.0,ENSG00000236768,NG_009988
HGNC:35515,RPL17P17,ribosomal protein L17 pseudogene 17,pseudogene,pseudogene,Approved,3p14.1,,,,100270943.0,ENSG00000223409,NG_010492
HGNC:36538,RPL17P18,ribosomal protein L17 pseudogene 18,pseudogene,pseudogene,Approved,3q29,,,,100129657.0,ENSG00000234742,NG_010629
HGNC:36919,RPL17P19,ribosomal protein L17 pseudogene 19,pseudogene,pseudogene,Approved,4q13.1,,,,100271150.0,ENSG00000241261,NG_010247
HGNC:23540,RPL17P2,ribosomal protein L17 pseudogene 2,pseudogene,pseudogene,Approved,14q23.1,,,,652974.0,ENSG00000242135,NG_009524
HGNC:36015,RPL17P20,ribosomal protein L17 pseudogene 20,pseudogene,pseudogene,Approved,4q12,,,,391655.0,ENSG00000241250,NG_011190
HGNC:36037,RPL17P21,ribosomal protein L17 pseudogene 21,pseudogene,pseudogene,Approved,5q11.2,,,,100271151.0,ENSG00000241809,NG_002793
HGNC:35761,RPL17P22,ribosomal protein L17 pseudogene 22,pseudogene,pseudogene,Approved,5q11.2,,,,727984.0,ENSG00000243592,NG_010916
HGNC:35832,RPL17P23,ribosomal protein L17 pseudogene 23,pseudogene,pseudogene,Approved,6q22.33,,,,100271152.0,ENSG00000220694,NG_010254
HGNC:36506,RPL17P24,ribosomal protein L17 pseudogene 24,pseudogene,pseudogene,Approved,6q25.2,,,,100271153.0,ENSG00000237593,NG_010258
HGNC:36844,RPL17P25,ribosomal protein L17 pseudogene 25,pseudogene,pseudogene,Approved,6q14.1,,,,442232.0,ENSG00000219547,NG_010621
HGNC:35597,RPL17P26,ribosomal protein L17 pseudogene 26,pseudogene,pseudogene,Approved,6p12.1,,,,100129784.0,ENSG00000216854,NG_011287
HGNC:36038,RPL17P27,ribosomal protein L17 pseudogene 27,pseudogene,pseudogene,Approved,7q34,,,,202789.0,ENSG00000243099,NG_009649
HGNC:36055,RPL17P28,ribosomal protein L17 pseudogene 28,pseudogene,pseudogene,Approved,7q34,ZAP-IT1|lnc-ZC3HAV1L-1:1,,,100270940.0,ENSG00000229677,NG_010479
HGNC:36510,RPL17P29,ribosomal protein L17 pseudogene 29,pseudogene,pseudogene,Approved,8p23.1,,,,100271154.0,ENSG00000231965,NG_010265
HGNC:19796,RPL17P3,ribosomal protein L17 pseudogene 3,pseudogene,pseudogene,Approved,14q31.1,,,,326286.0,ENSG00000271705,NG_002540
HGNC:35604,RPL17P30,ribosomal protein L17 pseudogene 30,pseudogene,pseudogene,Approved,8p12,,,,100271155.0,ENSG00000244235,NG_010271
HGNC:37036,RPL17P31,ribosomal protein L17 pseudogene 31,pseudogene,pseudogene,Approved,8q13.2,,,,100271156.0,ENSG00000241961,NG_010274
HGNC:36492,RPL17P32,ribosomal protein L17 pseudogene 32,pseudogene,pseudogene,Approved,8q23,,,,100270942.0,,NG_010489
HGNC:36654,RPL17P33,ribosomal protein L17 pseudogene 33,pseudogene,pseudogene,Approved,8p12,,,,646909.0,ENSG00000243844,NG_011315
HGNC:36756,RPL17P34,ribosomal protein L17 pseudogene 34,pseudogene,pseudogene,Approved,10q23.33,,,,643863.0,ENSG00000213432,NG_010111
HGNC:35819,RPL17P35,ribosomal protein L17 pseudogene 35,pseudogene,pseudogene,Approved,10q21.3,,,,100271284.0,ENSG00000233900,NG_010932
HGNC:36051,RPL17P36,ribosomal protein L17 pseudogene 36,pseudogene,pseudogene,Approved,10q26.11,,,,729340.0,ENSG00000236058,NG_011307
HGNC:36854,RPL17P37,ribosomal protein L17 pseudogene 37,pseudogene,pseudogene,Approved,12q24.23,,,,100271411.0,ENSG00000241590,NG_010272
HGNC:36219,RPL17P38,ribosomal protein L17 pseudogene 38,pseudogene,pseudogene,Approved,12q23.3,,,,100271417.0,ENSG00000240441,NG_010301
HGNC:36427,RPL17P39,ribosomal protein L17 pseudogene 39,pseudogene,pseudogene,Approved,15q23,,,,645296.0,ENSG00000212664,NG_010917
HGNC:19811,RPL17P4,ribosomal protein L17 pseudogene 4,pseudogene,pseudogene,Approved,14q32.32,,,,326288.0,ENSG00000240624,NG_002541
HGNC:36672,RPL17P40,ribosomal protein L17 pseudogene 40,pseudogene,pseudogene,Approved,16p13.11,,,,100271413.0,ENSG00000241067,NG_010279
HGNC:36292,RPL17P41,ribosomal protein L17 pseudogene 41,pseudogene,pseudogene,Approved,17q24.2,,,,100132645.0,ENSG00000213179,NG_010200
